-50,117.218236,1.101427785
-46.52777778,122.7552621,1.30675583
-43.05555556,128.3142057,1.541305015
-39.58333333,133.8971053,1.807883634
-36.11111111,139.5060788,2.109424319
-32.63888889,145.1433335,2.448980455
-29.16666667,150.8111776,2.829722707
-25.69444444,156.5120331,3.254935765
-22.22222222,162.248452,3.728015395
-18.75,168.0231339,4.252465904
-15.27777778,173.8389473,4.831898085
-11.80555556,179.6989551,5.470027743
-8.333333333,185.6064441,6.170674891
-4.861111111,191.5649602,6.937763691
-1.388888889,197.578351,7.775323248
2.083333333,203.650817,8.687489363
5.555555556,209.786973,9.678507378
9.027777778,215.9919243,10.75273626
12.5,222.27136,11.91465412
15.97222222,228.6316696,13.16886539
19.44444444,235.0800898,14.52010999
22.91666667,241.6248914,15.97327486
26.38888889,248.275622,17.53340841
29.86111111,255.0434236,19.2057385
33.33333333,261.9414569,20.99569501
36.80555556,268.9854802,22.90893827
40.27777778,276.1946549,24.95139511
43.75,283.592697,27.12930535
47.22222222,291.2095747,29.44928268
50.69444444,299.0841012,31.91839616
54.16666667,307.2680731,34.54428281
57.63888889,315.8332356,37.33530939
61.11111111,324.8838401,40.30081854
64.58333333,334.5814653,43.4515359
68.05555556,345.2012699,46.80033274
71.52777778,357.2921236,50.36394853
75,414.1466176,54.16820627
71.52777778,475.2403025,50.36394853
68.05555556,484.1281874,46.80033274
64.58333333,490.7645308,43.4515359
61.11111111,495.9916424,40.30081854
57.63888889,500.2247964,37.33530939
54.16666667,503.7054438,34.54428281
50.69444444,506.5888897,31.91839616
47.22222222,508.9821451,29.44928268
43.75,510.9627426,27.12930535
40.27777778,512.5890619,24.95139511
36.80555556,513.9064277,22.90893827
33.33333333,514.9509214,20.99569501
29.86111111,515.751873,19.2057385
26.38888889,516.3335528,17.53340841
22.91666667,516.7163539,15.97327486
19.44444444,516.9176416,14.52010999
15.97222222,516.9523764,13.16886539
12.5,516.8335799,11.91465412
9.027777778,516.5726888,10.75273626
5.555555556,516.1798283,9.678507378
2.083333333,515.6640246,8.687489363
-1.388888889,515.0333739,7.775323248
-4.861111111,514.2951767,6.937763691
-8.333333333,513.4560459,6.170674891
-11.80555556,512.5219952,5.470027743
-15.27777778,511.4985114,4.831898085
-18.75,510.3906152,4.252465904
-22.22222222,509.2029118,3.728015395
-25.69444444,507.9396347,3.254935765
-29.16666667,506.6046844,2.829722707
-32.63888889,505.2016624,2.448980455
-36.11111111,503.7339032,2.109424319
-39.58333333,502.2045041,1.807883634
-43.05555556,500.6163543,1.541305015
-46.52777778,498.9721634,1.30675583
-50,497.2744901,1.101427785
-53.47222222,495.5257706,0.922640506
-56.94444444,493.7283475,0.767845018
